,datetime,lat,lon,elev,t,td,p,slp,ww,tw,wwflag,ti,area1_t,area2_t,area3_t,freezing_level1_t,freezing_level2_t,freezing_level3_t,lapse_rate_t,lowest_t,lowest_p_t,lowest_z_t,type_t,PA_t,NA_t,area1_tw,area2_tw,area3_tw,freezing_level1_tw,freezing_level2_tw,freezing_level3_tw,lapse_rate_tw,lowest_tw,lowest_p_tw,lowest_z_tw,type_tw,PA_tw,NA_tw,area1_ti,area2_ti,area3_ti,freezing_level1_ti,freezing_level2_ti,freezing_level3_ti,lapse_rate_ti,lowest_ti,lowest_p_ti,lowest_z_ti,type_ti,PA_ti,NA_ti,ID
218131,1998-03-20 00:00:00,   43.6500,  289.6800,   19.0000,    1.1000,    0.0000, 1013.7989, 1016.2000,   62.0000,    0.6400,    1.0000,    0.5876, -206.6748,   13.5169,    0.0000, 2158.7143,    0.0000,    0.0000,    7.4485,   -0.2000, 1001.6000,  125.0000,    2.0000,   13.5169, -206.6748, -211.6967,   13.5169,    0.0000, 2156.0216,    0.0000,    0.0000,    6.9095,   -0.5860, 1001.6000,  125.0000,    2.0000,   13.5169, -211.6967, -201.9914,   12.6332,    0.0000, 2155.7688,    0.0000,    0.0000,    6.5566,   -0.5824, 1001.6000,  125.0000,    2.0000,   12.6332, -201.9914,72606
218132,1998-03-22 00:00:00,   43.6500,  289.6800,   19.0000,   -0.6000,   -4.4000, 1009.4941, 1011.9000,   74.0000,   -1.9900,    2.0000,   -1.9406, -339.4687,    9.4240,    0.0000, 2256.8788,    0.0000,    0.0000,    9.6774,   -1.8000,  997.0000,  125.0000,    2.0000,    9.4240, -339.4687, -374.9529,    9.4240,    0.0000, 2256.8788,    0.0000,    0.0000,    7.7268,   -3.7338,  997.0000,  125.0000,    2.0000,    9.4240, -374.9529, -363.0981,    8.8029,    0.0000, 2256.7757,    0.0000,    0.0000,    7.3296,   -3.7137,  997.0000,  125.0000,    2.0000,    8.8029, -363.0981,72606
218215,1999-01-24 00:00:00,   43.6500,  289.6800,   19.0000,    0.1000,   -0.5000, 1023.4000, 1025.3000,   61.0000,   -0.1400,    1.0000,   -0.1445,   -6.6988,  493.0932,    0.0000, 3106.4286,    0.0000,    0.0000,  -12.0354,   -1.1000, 1010.5000,  125.0000,    2.0000,  493.0932,   -6.6988,   -6.6988,  335.1327,    0.0000, 2008.1339,    0.0000,    0.0000,  -12.0354,   -1.1000, 1010.5000,  125.0000,    2.0000,  335.1327,   -6.6988,   -6.3470,  300.6741,   -0.6557, 1921.3097,    0.0000,    0.0000,  -11.2136,   -1.0418, 1010.5000,  125.0000,    2.0000,  300.6741,   -6.3470,72606
218225,1999-02-18 12:00:00,   43.6500,  289.6800,   19.0000,    0.0000,   -0.6000, 1010.6966, 1013.1000,   62.0000,   -0.2400,    1.0000,   -0.2398,  -18.8968,    3.0485,   -0.2358,  624.0000, 1242.2857,    0.0000,   -2.0833,   -1.3000, 1000.1000,  125.0000,    2.0000,    3.0485,  -18.8968,  -19.1187,    3.0485,   -0.2358,  624.0000, 1224.7577,    0.0000,   -2.2507,   -1.4044, 1000.1000,  125.0000,    2.0000,    3.0485,  -19.1187,  -18.1573,    2.8711,   -0.2222,  624.0000, 1222.3980,    0.0000,   -2.1451,   -1.3386, 1000.1000,  125.0000,    2.0000,    2.8711,  -18.1573,72606
218226,1999-02-19 00:00:00,   43.6500,  289.6800,   19.0000,    1.1000,    0.6000, 1007.3142, 1009.7000,   61.0000,    0.8900,    1.0000,    0.8284,   -4.4679,    6.2269,  -77.8787,  698.1000,    0.0000,    0.0000,   -1.0435,    0.0000,  993.8000,  125.0000,    2.0000,    6.2269,   -4.4679,   -8.0160,    2.5042,  -85.6801,  614.3135,    0.0000,    0.0000,   -1.1971,   -0.4477,  993.8000,  125.0000,    2.0000,    2.5042,   -8.0160,   -7.8452,    2.1580,  -81.6112,  609.3207,    0.0000,    0.0000,   -1.1434,   -0.4556,  993.8000,  125.0000,    2.0000,    2.1580,   -7.8452,72606
218310,1999-12-16 00:00:00,   43.6500,  289.6800,   19.0000,    1.1000,   -0.6000, 1018.2882, 1020.7000,   61.0000,    0.4000,    1.0000,    0.3548,  -43.2797,   55.5398,nan,   31.5000, 1808.6154, 2893.5714,    5.2521,    0.3000, 1007.9000,  125.0000,    2.0000,   55.5398,  -43.2797,  -66.8264,   39.0512,   -2.9922, 1806.5057,    0.0000,    0.0000,    1.7688,   -1.3581, 1007.9000,  125.0000,    2.0000,   39.0512,  -66.8264,  -65.4084,   35.6717,   -2.8332, 1806.3208,    0.0000,    0.0000,    1.4143,   -1.4121, 1007.9000,  125.0000,    2.0000,   35.6717,  -65.4084,72606
218334,2000-02-25 12:00:00,   43.6500,  289.6800,   19.0000,    1.7000,   -1.1000, 1028.5000, 1030.5000,   61.0000,    0.5600,    1.0000,    0.4927,    5.8742,  -47.1901,   25.5638,  226.7778, 1906.1304,    0.0000,    6.1311,    1.3000, 1014.2000,  125.0000,    1.0000,    5.8742,nan, -124.5416,    8.8579,nan,   26.3311, 1592.5699,    0.0000,    9.2125,    0.4150, 1014.2000,  125.0000,    2.0000,    8.8579, -124.5416, -124.8703,    7.4846,nan,   20.7781, 1578.5672,    0.0000,    9.0258,    0.3283, 1014.2000,  125.0000,    2.0000,    7.4846, -124.8703,72606
218403,2000-10-17 00:00:00,   43.6500,  289.6800,   19.0000,    2.2000,    1.1000, 1025.4000, 1027.7000,   61.0000,    1.7200,    1.0000,    1.6066,   72.2800,   -0.3946,    0.0000, 1927.2000,    0.0000,    0.0000,   -0.0000,    0.8000, 1012.0000,  123.0000,    1.0000,   72.2800,nan,   -1.7860,   32.0629,nan,    8.1979, 1595.5144,    0.0000,   -0.1641,    0.0505, 1012.0000,  123.0000,    2.0000,   32.0629,   -1.7860,   -2.0662,   27.8810,   -7.7883, 1578.3218,    0.0000,    0.0000,   -0.1690,   -0.0064, 1012.0000,  123.0000,    2.0000,   27.8810,   -2.0662,72606
218441,2001-01-31 00:00:00,   43.6500,  289.6800,   19.0000,   -0.6000,   -1.7000,  992.7341,  995.1000,   61.0000,   -1.0400,    1.0000,   -0.9974,  -83.8736,   22.1364,   -6.6442, 1705.3846,    0.0000,    0.0000,    3.5197,   -1.2000,  983.1000,  123.0000,    2.0000,   22.1364,  -83.8736,  -83.9881,   22.1364,   -6.6442, 1705.3846,    0.0000,    0.0000,    3.5197,   -1.2000,  983.1000,  123.0000,    2.0000,   22.1364,  -83.9881,  -79.6877,   20.7127,   -6.2405, 1705.3386,    0.0000,    0.0000,    3.3448,   -1.1358,  983.1000,  123.0000,    2.0000,   20.7127,  -79.6877,72606
218517,2001-11-30 00:00:00,   43.6500,  289.6800,   19.0000,    0.6000,    0.0000, 1022.1746, 1024.6000,   61.0000,    0.3500,    1.0000,    0.3232,  -10.0528,  191.3372,    0.0000, 2480.6667,    0.0000,    0.0000,   -5.5241,   -1.1000, 1009.8000,  125.0000,    2.0000,  191.3372,  -10.0528,  -10.0528,  191.3372,    0.0000, 2480.6667,    0.0000,    0.0000,   -5.5241,   -1.1000, 1009.8000,  125.0000,    2.0000,  191.3372,  -10.0528,   -9.5367,  178.0195,    0.0000, 2480.5060,    0.0000,    0.0000,   -5.1844,   -1.0418, 1009.8000,  125.0000,    2.0000,  178.0195,   -9.5367,72606
218534,2002-01-30 12:00:00,   43.6500,  289.6800,   19.0000,   -3.3000,   -4.4000, 1016.0000, 1018.2000,   61.0000,   -3.6800,    1.0000,   -3.5296, -153.6164,   13.6519,   -2.3103, 1836.0000,    0.0000,    0.0000,    1.7167,   -4.0000, 1001.1000,  125.0000,    2.0000,   13.6519, -153.6164, -161.9171,   11.2546,   -4.9476, 1708.7778,    0.0000,    0.0000,    2.4063,   -4.3203, 1001.1000,  125.0000,    2.0000,   11.2546, -161.9171, -155.1563,   10.4358,   -4.8733, 1699.4129,    0.0000,    0.0000,    2.3643,   -4.1491, 1001.1000,  125.0000,    2.0000,   10.4358, -155.1563,72606
218627,2002-11-18 00:00:00,   43.6500,  289.6800,   19.0000,    0.6000,   -0.6000, 1000.6257, 1003.0000,   61.0000,    0.1000,    1.0000,    0.0816,  -78.0896,  221.9880,    0.0000, 3397.3636,    0.0000,    0.0000,    5.7451,   -0.5000,  992.3000,  125.0000,    2.0000,  221.9880,  -78.0896, -110.5670,  160.9856,    0.0000, 2673.2817,    0.0000,    0.0000,    7.6056,   -0.5000,  992.3000,  125.0000,    2.0000,  160.9856, -110.5670, -107.7952,  145.7801,    0.0000, 2630.5649,    0.0000,    0.0000,    7.4050,   -0.4726,  992.3000,  125.0000,    2.0000,  145.7801, -107.7952,72606
218654,2003-02-02 00:00:00,   43.6500,  289.6800,   19.0000,    0.6000,   -0.6000, 1007.9000, 1010.0000,   61.0000,    0.1100,    1.0000,    0.0836, -106.5323,    0.5466,  -42.4181, 1354.3333,    0.0000,    0.0000,    4.7619,   -0.6000,  996.0000,  125.0000,    2.0000,    0.5466, -106.5323, -106.9346,    0.5466,  -45.8542, 1354.3333,    0.0000,    0.0000,    4.3933,   -0.8167,  996.0000,  125.0000,    2.0000,    0.5466, -106.9346, -101.5768,    0.5131,  -43.5648, 1354.3272,    0.0000,    0.0000,    4.1516,   -0.7886,  996.0000,  125.0000,    2.0000,    0.5131, -101.5768,72606
218686,2003-04-06 00:00:00,   43.6500,  289.6800,   19.0000,   -3.3000,   -4.4000, 1009.2000, 1011.2000,   71.0000,   -3.6900,    2.0000,   -3.5306, -265.0355,   30.3942,    0.0000, 2190.6144,    0.0000,    0.0000,   -0.6849,   -4.7000,  997.0000,  125.0000,    2.0000,   30.3942, -265.0355, -290.4901,   20.6003,    0.0000, 2114.5646,    0.0000,    0.0000,   -0.6879,   -5.1461,  997.0000,  125.0000,    2.0000,   20.6003, -290.4901, -279.4421,   18.6135,    0.0000, 2109.0102,    0.0000,    0.0000,   -0.6848,   -4.9572,  997.0000,  125.0000,    2.0000,   18.6135, -279.4421,72606
218783,2004-02-07 00:00:00,   43.6500,  289.6800,   19.0000,   -3.9000,   -5.6000, 1012.3000, 1014.3000,   71.0000,   -4.4700,    2.0000,   -4.2955, -242.0729,    0.9441,    0.0000, 2041.2500,    0.0000,    0.0000,   -4.1801,   -5.8000, 1000.8000,  125.0000,    2.0000,    0.9441, -242.0729, -242.7091,    0.9441,    0.0000, 2041.2500,    0.0000,    0.0000,   -4.3135,   -5.8830, 1000.8000,  125.0000,    2.0000,    0.9441, -242.7091, -231.0739,    0.8845,    0.0000, 2041.2689,    0.0000,    0.0000,   -4.1857,   -5.6418, 1000.8000,  125.0000,    2.0000,    0.8845, -231.0739,72606
219029,2005-12-24 00:00:00,   43.6500,  289.6800,   19.0000,    0.6000,    0.0000, 1009.5047, 1011.9000,   71.0000,    0.3500,    2.0000,    0.3213,   21.5017,  -87.5913,   30.4704,  384.5862, 2060.2500,    0.0000,    4.8658,    2.0000,  996.2000,  125.0000,    1.0000,   21.5017,nan, -126.1454,    2.1863,nan,  128.4960, 1538.4802,    0.0000,    3.9052,    0.0657,  996.2000,  125.0000,    2.0000,    2.1863, -126.1454,   -0.0257,    0.2712, -123.5238,   99.2902, 1533.0108,    0.0000,    3.6363,   -0.0769,  996.2000,  125.0000,    2.0000,    0.2712,   -0.0257,72606
219279,2008-12-12 00:00:00,   43.6500,  289.6800,   19.0000,   -2.2000,   -4.4000, 1015.2661, 1017.7000,   66.0000,   -4.4000,    1.0000,   -2.8712, -171.7158,   22.4463,    0.0000, 2244.0000,    0.0000,    0.0000,    1.6355,   -3.9000, 1003.2200,  124.0000,    2.0000,   22.4463, -171.7158, -182.2288,   18.0862,    0.0000, 2056.5636,    0.0000,    0.0000,    1.5494,   -4.1754, 1003.2200,  124.0000,    2.0000,   18.0862, -182.2288, -174.9112,   16.6468,    0.0000, 2042.6717,    0.0000,    0.0000,    1.4708,   -4.0059, 1003.2200,  124.0000,    2.0000,   16.6468, -174.9112,72606
219285,2009-01-07 18:00:00,   43.6500,  289.6800,   19.0000,   -5.6000,   -6.7000,  996.1000,  998.0000,   79.0000,   -5.9500,    2.0000,   -5.7181, -313.2374,   30.7615,    0.0000, 2111.0000,    0.0000,    0.0000,   -2.1739,   -7.3000,  983.2200,  124.0000,    2.0000,   30.7615, -313.2374, -321.3443,   27.5351,    0.0000, 2029.3197,    0.0000,    0.0000,   -2.4554,   -7.5714,  983.2200,  124.0000,    2.0000,   27.5351, -321.3443, -308.5644,   25.4704,    0.0000, 2019.0639,    0.0000,    0.0000,   -2.4416,   -7.3002,  983.2200,  124.0000,    2.0000,   25.4704, -308.5644,72606
219299,2009-04-11 12:00:00,   43.6500,  289.6800,   19.0000,    2.2000,    0.0000, 1014.1000, 1015.8000,   61.0000,    1.2700,    1.0000,    1.1639,    2.0203,  -17.0234,    0.6432,  100.0000,  727.0000,    0.0000,    1.6694,    1.0000, 1000.3700,  124.0000,    1.0000,    2.0203,nan,  -25.8551,    0.1825,nan,   48.3766,  693.7966,    0.0000,    1.0342,    0.4744, 1000.3700,  124.0000,    2.0000,    0.1825,  -25.8551,  -25.2097,    0.1514,nan,   44.6918,  691.3962,    0.0000,    0.9299,    0.4102, 1000.3700,  124.0000,    2.0000,    0.1514,  -25.2097,72606
219339,2010-01-25 00:00:00,   43.6500,  289.6800,   19.0000,    1.1000,   -1.1000, 1018.3880, 1020.8000,   61.0000,   -1.1000,    1.0000,    0.1653,   -1.3400,   -0.0468,   28.4810,  325.0000, 1749.0000,    0.0000,   -1.7500,    0.0000, 1005.2500,  124.0000,    2.0000,   -0.0468,   -1.3400,  -19.1384,    1.3162,   -0.1228,  563.9724, 1707.6277,    0.0000,   -2.9816,   -0.7815, 1005.2500,  124.0000,    2.0000,    1.3162,  -19.1384,  -19.4871,    1.1213,   -0.1507,  557.0526, 1704.6432,    0.0000,   -2.9111,   -0.7973, 1005.2500,  124.0000,    2.0000,    1.1213,  -19.4871,72606
219348,2010-03-14 12:00:00,   43.6500,  289.6800,   19.0000,    2.2000,    1.1000, 1014.4000, 1016.4000,   61.0000,    1.7200,    1.0000,    1.6034,    1.0142,  -37.0899,   55.1590,   82.0000, 1684.0000,    0.0000,    6.2950,    0.9000, 1002.2000,  124.0000,    1.0000,    1.0142,nan,  -43.9193,   49.7281,nan,   47.6279, 1626.8541,    0.0000,    6.2842,    0.6687, 1002.2000,  124.0000,    2.0000,   49.7281,  -43.9193,  -42.1537,   46.0704,nan,   45.2585, 1622.5777,    0.0000,    5.9571,    0.6140, 1002.2000,  124.0000,    2.0000,   46.0704,  -42.1537,72606
219472,2012-11-08 12:00:00,   43.6500,  289.6800,   19.0000,    1.7000,    0.0000, 1006.3000, 1008.1000,   61.0000,    0.9800,    1.0000,    0.9002,  -58.9040,    9.1307,nan,   65.0000, 1672.0000, 2042.0000,    5.9649,    0.7000,  993.5500,  124.0000,    2.0000,    9.1307,  -58.9040,  -70.9825,    3.6479,nan,   31.8963, 1530.7010,    0.0000,    5.9727,    0.4117,  993.5500,  124.0000,    2.0000,    3.6479,  -70.9825,  -68.2197,    3.1403,nan,   29.7956, 1519.7208,    0.0000,    5.6670,    0.3679,  993.5500,  124.0000,    2.0000,    3.1403,  -68.2197,72606
219479,2012-12-19 12:00:00,   43.6500,  289.6800,   19.0000,    2.8000,    1.1000,  996.1000,  997.8000,   61.0000,    2.0500,    1.0000,    1.8998,    2.9271,  -42.0145,    9.8693,  153.0000, 1403.0000,    0.0000,    6.7901,    1.2000,  982.8800,  124.0000,    1.0000,    2.9271,nan,    1.0729,  -57.4618,    4.0919,   73.2743, 1308.1714,    0.0000,    7.7604,    1.2000,  982.8800,  124.0000,    1.0000,    1.0729,nan,  -55.6317,    3.5382,nan,   67.1180, 1301.2642,    0.0000,    7.4121,    1.1290,  982.8800,  124.0000,    2.0000,    3.5382,  -55.6317,72606
219521,2013-11-22 12:00:00,   43.6500,  289.6800,   19.0000,    1.1000,   -5.0000, 1021.6802, 1024.1000,   61.0000,   -5.0000,    1.0000,   -1.1493,   77.6312,   -6.1589,   35.4366,  872.0000, 2065.0000,    0.0000,    0.1433,    1.1000, 1008.3000,  124.0000,    1.0000,   77.6312,nan,   -1.3355,    0.5858, -127.0748,  188.9847, 1831.6976,    0.0000,    2.4086,   -1.1100, 1008.3000,  124.0000,    2.0000,    0.5858,   -1.3355, -137.6860,    0.1208,   -2.9370, 1808.3121,    0.0000,    0.0000,    2.4637,   -1.2170, 1008.3000,  124.0000,    2.0000,    0.1208, -137.6860,72606
219524,2013-12-02 12:00:00,   43.6500,  289.6800,   19.0000,    0.6000,    0.0000, 1013.7000, 1015.7000,   61.0000,    0.3500,    1.0000,    0.3220,  -10.1478,   60.0571,  -77.2875, 1226.0000,    0.0000,    0.0000,   -4.7544,   -0.3000, 1000.5900,  124.0000,    2.0000,   60.0571,  -10.1478,  -11.8258,   53.1620, -131.6065, 1163.6668,    0.0000,    0.0000,   -4.5474,   -0.3000, 1000.5900,  124.0000,    2.0000,   53.1620,  -11.8258,  -11.3224,   49.3744, -129.7368, 1160.0631,    0.0000,    0.0000,   -4.2462,   -0.2835, 1000.5900,  124.0000,    2.0000,   49.3744,  -11.3224,72606
219542,2014-03-15 12:00:00,   43.6500,  289.6800,   19.0000,    2.2000,   -1.1000, 1003.9000, 1005.8000,   61.0000,    0.8300,    1.0000,    0.7402,   55.0771,  -79.4650,    0.0000, 1151.0000,    0.0000,    0.0000,   -0.4032,    0.7000,  990.7200,  124.0000,    1.0000,   55.0771,nan,  -20.1872,   13.2820,  -94.4896, 1025.5813,    0.0000,    0.0000,    2.2114,   -0.1733,  990.7200,  124.0000,    2.0000,   13.2820,  -20.1872,  -22.0329,   11.2047,  -90.6506, 1012.8723,    0.0000,    0.0000,    2.2815,   -0.2266,  990.7200,  124.0000,    2.0000,   11.2047,  -22.0329,72606
219545,2014-03-31 12:00:00,   43.6500,  289.6800,   19.0000,    0.0000,   -2.2000, 1007.7037, 1010.1000,   79.0000,   -2.2000,    2.0000,   -0.8460, -147.4142,  148.5059,    0.0000, 2621.0000,    0.0000,    0.0000,    8.5714,   -0.6000,  994.1500,  124.0000,    2.0000,  148.5059, -147.4142, -155.0761,  135.3464,    0.0000, 2515.2954,    0.0000,    0.0000,    7.7005,   -1.1448,  994.1500,  124.0000,    2.0000,  135.3464, -155.0761, -148.4440,  124.6198,    0.0000, 2507.7293,    0.0000,    0.0000,    7.2941,   -1.1243,  994.1500,  124.0000,    2.0000,  124.6198, -148.4440,72606
219570,2014-11-17 12:00:00,   43.6500,  289.6800,   19.0000,    1.7000,    0.0000, 1015.1000, 1017.0000,   79.0000,    0.9800,    2.0000,    0.9038,  -41.5634,   11.0446,nan,  101.0000, 1963.0000,    0.0000,    3.2692,    0.2000, 1001.6800,  124.0000,    2.0000,   11.0446,  -41.5634,  -58.7071,    8.6623,   -0.2819, 1936.3492,    0.0000,    0.0000,    2.1527,   -0.5906, 1001.6800,  124.0000,    2.0000,    8.6623,  -58.7071,  -56.7978,    7.9725,   -0.2798, 1934.6323,    0.0000,    0.0000,    1.9563,   -0.6165, 1001.6800,  124.0000,    2.0000,    7.9725,  -56.7978,72606
219662,2018-01-23 18:00:00,   43.6500,  289.6800,   19.0000,   -0.6000,   -1.1000, 1003.9000, 1005.7000,   61.0000,   -0.8000,    1.0000,   -0.7647,  -11.1346,  392.9316,    0.0000, 2493.0000,    0.0000,    0.0000,  -20.1207,   -1.0000,  990.7400,  124.0000,    2.0000,  392.9316,  -11.1346,  -11.4309,  381.5913,    0.0000, 2332.0104,    0.0000,    0.0000,  -20.3351,   -1.1065,  990.7400,  124.0000,    2.0000,  381.5913,  -11.4309,  -10.8625,  351.5526,    0.0000, 2326.1636,    0.0000,    0.0000,  -18.7953,   -1.0553,  990.7400,  124.0000,    2.0000,  351.5526,  -10.8625,72606
219689,2019-01-21 00:00:00,   43.6500,  289.6800,   19.0000,   -8.9000,  -10.6000,  989.7000,  991.6000,   71.0000,   -9.3600,    2.0000,   -9.0545, -246.4176,    0.1431,   -1.7915, 1321.0000, 1822.0000,    0.0000,  -10.2253,  -10.7000,  976.9900,  124.0000,    2.0000,    0.1431, -246.4176, -250.9675,    0.1431,   -1.7915, 1321.0000, 1822.0000,    0.0000,  -10.6116,  -10.9556,  976.9900,  124.0000,    2.0000,    0.1431, -250.9675, -242.5979,    0.1343,   -1.6818, 1321.0000, 1822.0000,    0.0000,  -10.4344,  -10.6273,  976.9900,  124.0000,    2.0000,    0.1343, -242.5979,72606
219825,1979-03-30 00:00:00,   44.4800,  271.8700,  214.0000,    1.0000,   -1.0000,  988.8000, 1015.2000,   61.0000,    0.1700,    1.0000,    0.1355,    1.1145,  -36.7088,  161.4856,   56.4348, 2301.2703,    0.0000,    5.3215,    1.1000,  989.5000,  210.0000,    1.0000,    1.1145,nan,  -41.4111,  157.5132,nan,   19.3527, 2269.9056,    0.0000,    3.6141,    0.3300,  989.5000,  210.0000,    2.0000,  157.5132,  -41.4111,  -39.6133,  145.5726,nan,   16.0540, 2263.2139,    0.0000,    3.2938,    0.2566,  989.5000,  210.0000,    2.0000,  145.5726,  -39.6133,72645
219944,1980-11-12 12:00:00,   44.4800,  271.8700,  214.0000,   -1.0000,   -2.0000, 1003.0000, 1029.9000,   79.0000,   -1.3900,    2.0000,   -1.3314,  -35.5676,    8.6471,  -27.7597, 1377.7500,    0.0000,    0.0000,    3.4205,   -0.6000, 1003.7000,  210.0000,    2.0000,    8.6471,  -35.5676,  -45.3452,    3.6465,  -34.0778, 1278.7402,    0.0000,    0.0000,    2.8457,   -1.1962, 1003.7000,  210.0000,    2.0000,    3.6465,  -45.3452,  -43.7349,    3.1534,  -32.6011, 1269.0415,    0.0000,    0.0000,    2.6608,   -1.1776, 1003.7000,  210.0000,    2.0000,    3.1534,  -43.7349,72645
220123,1983-02-22 12:00:00,   44.4800,  271.8700,  214.0000,   -0.6000,   -2.2000,  992.9000, 1019.6000,   66.0000,   -1.2300,    1.0000,   -1.1849,  -12.7770,  106.3792,   -4.2370, 1740.9310,    0.0000,    0.0000,   -6.0680,   -1.1000,  993.9000,  210.0000,    2.0000,  106.3792,  -12.7770,  -15.7363,   95.0154,   -6.8008, 1690.3938,    0.0000,    0.0000,   -6.5248,   -1.4717,  993.9000,  210.0000,    2.0000,   95.0154,  -15.7363,  -15.1724,   88.0095,   -6.5802, 1686.2525,    0.0000,    0.0000,   -6.1966,   -1.4223,  993.9000,  210.0000,    2.0000,   88.0095,  -15.1724,72645
220360,1986-03-13 12:00:00,   44.4800,  271.8700,  214.0000,    0.6000,   -0.6000,  983.7000, 1010.0000,   61.0000,    0.1000,    1.0000,    0.0769,    1.0192,  -51.3866,   55.0746,   95.2500, 1895.4691,    0.0000,    8.3333,    0.6000,  983.4000,  210.0000,    1.0000,    1.0192,nan,  -58.4153,   40.3423,nan,   68.1869, 1808.0081,    0.0000,    8.4027,    0.4270,  983.4000,  210.0000,    2.0000,   40.3423,  -58.4153,  -55.9259,   36.5221,nan,   66.0894, 1797.1026,    0.0000,    7.9792,    0.3904,  983.4000,  210.0000,    2.0000,   36.5221,  -55.9259,72645
220423,1987-03-01 06:00:00,   44.4800,  271.8700,  214.0000,    0.6000,    0.6000,  974.6000, 1000.6000,   79.0000,    0.6000,    2.0000,    0.5652,    1.0133,  -35.4654,   20.7967,   94.2857, 1800.0000,    0.0000,    3.8718,    0.6000,  975.3000,  210.0000,    1.0000,    1.0133,nan,  -48.8867,    8.0106,nan,   60.1479, 1551.1687,    0.0000,    4.4463,    0.6000,  975.3000,  210.0000,    2.0000,    8.0106,  -48.8867,  -47.2938,    6.8749,nan,   58.4732, 1533.8054,    0.0000,    4.2499,    0.5652,  975.3000,  210.0000,    2.0000,    6.8749,  -47.2938,72645
220613,1990-01-09 12:00:00,   44.4800,  271.8700,  214.0000,    1.1000,   -0.6000,  973.8000,  999.7000,   80.0000,    0.3800,    1.0000,    0.3370,  122.6573,  -61.5880,    0.0000, 1095.0000,    0.0000,    0.0000,   -5.1471,    1.5000,  975.2000,  210.0000,    1.0000,  122.6573,nan,   -0.0315,   84.4546,  -77.2901, 1021.8034,    0.0000,    0.0000,   -5.6688,   -0.2885,  975.2000,  210.0000,    2.0000,   84.4546,   -0.0315,   -0.0597,   76.5332,  -74.3083, 1014.3836,    0.0000,    0.0000,   -5.3668,   -0.4010,  975.2000,  210.0000,    2.0000,   76.5332,   -0.0597,72645
220614,1990-01-17 00:00:00,   44.4800,  271.8700,  214.0000,    0.0000,   -1.7000,  992.4000, 1018.9000,   60.0000,   -0.6800,    1.0000,   -0.6676,   -6.3691,  323.6929,    0.0000, 2443.0000,    0.0000,    0.0000,  -10.0000,   -0.4000,  993.8000,  210.0000,    2.0000,  323.6929,   -6.3691,  -10.8952,  251.9676,    0.0000, 2335.9609,    0.0000,    0.0000,   -3.9860,   -0.8947,  993.8000,  210.0000,    2.0000,  251.9676,  -10.8952,  -10.6639,  229.1929,    0.0000, 2330.3920,    0.0000,    0.0000,   -3.3572,   -0.8830,  993.8000,  210.0000,    2.0000,  229.1929,  -10.6639,72645
220627,1990-03-09 00:00:00,   44.4800,  271.8700,  214.0000,    0.6000,    0.0000,  992.0000, 1018.5000,   66.0000,    0.3500,    1.0000,    0.3188,    0.4641,  -11.1543,   65.5711,   79.5833, 1921.0000,    0.0000,    0.5597,    0.3000,  993.8000,  210.0000,    1.0000,    0.4641,nan,  -19.3806,   40.0787,nan,    2.7601, 1606.6813,    0.0000,    0.9009,    0.0170,  993.8000,  210.0000,    2.0000,   40.0787,  -19.3806,  -18.9896,   36.1335,   -6.4813, 1585.7558,    0.0000,    0.0000,    0.8732,   -0.0043,  993.8000,  210.0000,    2.0000,   36.1335,  -18.9896,72645
220684,1992-04-11 00:00:00,   44.4800,  271.8700,  214.0000,    0.6000,    0.0000,  986.8000, 1013.0000,   95.0000,    0.3500,    1.0000,    0.3180,    1.0263,  -47.2665,   81.8144,   96.0000, 2720.0000,    0.0000,    3.8241,    0.6000,  987.4000,  210.0000,    1.0000,    1.0263,nan,  -64.5962,   46.6340,nan,   46.0093, 2281.6550,    0.0000,    4.1108,    0.3120,  987.4000,  210.0000,    2.0000,   46.6340,  -64.5962,  -62.4186,   41.3744,nan,   42.5187, 2248.3983,    0.0000,    3.9105,    0.2738,  987.4000,  210.0000,    2.0000,   41.3744,  -62.4186,72645
220691,1993-01-03 12:00:00,   44.4800,  271.8700,  214.0000,    0.6000,    0.0000,  987.1000, 1013.5000,   75.0000,    0.3500,    2.0000,    0.3180,    1.2085,  -83.9378,   92.5000,  128.0000, 2669.1111,    0.0000,    5.1527,    0.5000,  987.6900,  214.0000,    1.0000,    1.2085,nan,  -99.9662,   40.6754,nan,   61.5979, 1835.6846,    0.0000,    5.5486,    0.3283,  987.6900,  214.0000,    2.0000,   40.6754,  -99.9662,  -96.1322,   36.4815,nan,   57.7455, 1817.1408,    0.0000,    5.2883,    0.2974,  987.6900,  214.0000,    2.0000,   36.4815,  -96.1322,72645
220798,1994-03-12 12:00:00,   44.4800,  271.8700,  214.0000,   -0.6000,   -1.7000, 1000.0000, 1026.7000,   71.0000,   -1.0300,    2.0000,   -0.9958,  -31.1518,    4.5205,  -75.3208,  974.0000,    0.0000,    0.0000,   -0.9464,   -0.9000, 1001.6000,  214.0000,    2.0000,    4.5205,  -31.1518,  -47.2495,    0.8252,  -86.4868,  897.5767,    0.0000,    0.0000,   -0.9485,   -1.5425, 1001.6000,  214.0000,    2.0000,    0.8252,  -47.2495,  -46.0808,    0.6509,  -82.5779,  890.5659,    0.0000,    0.0000,   -0.9090,   -1.5106, 1001.6000,  214.0000,    2.0000,    0.6509,  -46.0808,72645
